GeneID	TPM
ENSG00000160712	5.86
ENSG00000160714	4.44
ENSG00000160716	0.00
ENSG00000160741	1.06
ENSG00000160752	37.83
ENSG00000160753	1.10
ENSG00000160766	0.56
ENSG00000160767	0.38
ENSG00000160781	0.17
ENSG00000160783	4.33
ENSG00000160785	1.47
ENSG00000160789	30.79
ENSG00000160803	2.34
ENSG00000160818	1.22
ENSG00000160838	0.00
ENSG00000160856	0.00
ENSG00000162365	0.00
ENSG00000162366	0.00
ENSG00000162367	0.00
ENSG00000162368	14.95
ENSG00000162373	0.00
ENSG00000162374	0.07
ENSG00000162377	0.92
ENSG00000162378	3.69
ENSG00000162383	0.25
ENSG00000162384	4.64
ENSG00000162385	5.36
ENSG00000162390	0.94
ENSG00000162391	0.01
ENSG00000162396	0.45
ENSG00000162398	0.00
ENSG00000162399	0.00
ENSG00000162402	4.12
ENSG00000162407	8.13
ENSG00000162408	0.85
ENSG00000162409	0.00
ENSG00000162413	1.55
ENSG00000162415	0.00
ENSG00000162419	0.85
ENSG00000162426	0.01
ENSG00000162430	5.13
ENSG00000162433	8.54
ENSG00000162434	12.94
ENSG00000162437	0.35
ENSG00000162438	0.00
ENSG00000162441	5.38
ENSG00000162444	1.79
ENSG00000162456	0.00
ENSG00000162458	0.09
ENSG00000162460	0.00
ENSG00000162461	0.19
ENSG00000162482	0.26
ENSG00000162490	0.56
ENSG00000162493	0.12
ENSG00000162494	0.00
ENSG00000162496	5.72
ENSG00000162510	0.01
ENSG00000162511	247.65
ENSG00000162512	3.07
ENSG00000162517	7.95
ENSG00000162520	0.25
ENSG00000162521	14.75
ENSG00000162522	0.18
ENSG00000162526	0.15
ENSG00000162542	1.34
ENSG00000162543	0.00
ENSG00000162545	0.00
ENSG00000162551	0.16
ENSG00000162552	0.00
ENSG00000162571	0.00
ENSG00000162572	0.10
ENSG00000162576	0.01
ENSG00000162585	1.63
ENSG00000162591	2.12
ENSG00000162592	0.00
ENSG00000162594	0.00
ENSG00000162595	0.00
ENSG00000162598	0.00
ENSG00000162599	0.30
ENSG00000162600	1.52
ENSG00000162601	3.60
ENSG00000162604	9.51
ENSG00000162607	3.44
ENSG00000162613	8.64
ENSG00000162614	0.04
ENSG00000162616	1.17
ENSG00000162618	0.00
ENSG00000162620	0.03
ENSG00000162621	0.00
ENSG00000162623	1.61
ENSG00000162624	0.00
ENSG00000162627	0.04
ENSG00000162630	0.00
ENSG00000162631	0.00
ENSG00000162636	2.03
ENSG00000162639	1.17
ENSG00000162641	0.00
ENSG00000162642	2.80
ENSG00000162643	0.34
ENSG00000162645	7.91
ENSG00000162650	0.09
ENSG00000162654	0.14
ENSG00000162664	1.12
ENSG00000162669	0.00
ENSG00000162670	0.00
ENSG00000162676	0.11
ENSG00000162687	0.00
ENSG00000162688	1.87
ENSG00000162692	0.02
ENSG00000162694	1.80
ENSG00000162695	4.52
ENSG00000162699	0.00
ENSG00000162702	3.33
ENSG00000162704	99.83
ENSG00000162706	0.00
ENSG00000162711	1.54
ENSG00000162714	1.21
ENSG00000162722	0.06
ENSG00000162723	7.92
ENSG00000162727	0.00
ENSG00000162728	0.00
ENSG00000162729	1.97
ENSG00000162733	0.06
ENSG00000162734	19.30
ENSG00000162735	10.85
ENSG00000162736	13.35
ENSG00000162738	0.00
ENSG00000162739	2.04
ENSG00000162745	0.43
ENSG00000162746	0.11
ENSG00000162747	0.00
ENSG00000162753	0.00
ENSG00000162755	0.14
ENSG00000162757	0.36
ENSG00000162761	0.00
ENSG00000162763	0.00
ENSG00000162769	1.44
ENSG00000162771	0.11
ENSG00000162772	50.07
ENSG00000162775	2.65
ENSG00000162777	30.19
ENSG00000162779	0.06
ENSG00000162782	0.00
ENSG00000162783	2.17
ENSG00000162813	3.77
ENSG00000162814	0.00
ENSG00000162817	2.21
ENSG00000162819	9.86
ENSG00000162825	0.08
ENSG00000162836	1.16
ENSG00000162843	0.00
ENSG00000162849	0.01
ENSG00000162851	1.28
ENSG00000162852	2.43
ENSG00000162873	0.00
ENSG00000162877	0.00
ENSG00000162885	2.06
ENSG00000162888	0.00
ENSG00000162889	7.14
ENSG00000162891	0.00
ENSG00000162892	0.08
ENSG00000162894	26.23
ENSG00000162896	0.38
ENSG00000162897	0.00
ENSG00000162909	10.26
ENSG00000162910	6.74
ENSG00000162913	0.08
ENSG00000162923	11.66
ENSG00000162931	0.01
ENSG00000162946	1.19
ENSG00000163041	70.73
ENSG00000163050	2.49
ENSG00000163125	1.45
ENSG00000163131	355.25
ENSG00000163141	0.00
ENSG00000163154	5.12
ENSG00000163155	0.24
ENSG00000163156	7.76
ENSG00000163157	0.04
ENSG00000163159	3.29
ENSG00000163191	213.52
ENSG00000163202	0.00
ENSG00000163206	0.00
ENSG00000163207	0.00
ENSG00000163209	0.00
ENSG00000163216	0.00
ENSG00000163218	0.00
ENSG00000163220	72.53
ENSG00000163221	0.01
ENSG00000163239	0.00
ENSG00000163263	0.02
ENSG00000163344	1.44
ENSG00000163346	5.74
ENSG00000163348	1.06
ENSG00000163349	4.24
ENSG00000163352	0.02
ENSG00000163354	0.03
ENSG00000163357	0.00
ENSG00000163362	0.00
ENSG00000163374	3.83
ENSG00000163382	7.60
ENSG00000163393	2.59
ENSG00000163395	0.07
ENSG00000163399	40.15
ENSG00000163431	0.00
ENSG00000163435	0.02
ENSG00000163444	9.47
ENSG00000163462	0.02
ENSG00000163463	19.83
ENSG00000163467	0.02
ENSG00000163468	16.70
ENSG00000163472	0.48
ENSG00000163479	34.51
ENSG00000163485	0.00
ENSG00000163518	0.00
ENSG00000163531	0.00
ENSG00000163534	0.00
ENSG00000163545	0.49
ENSG00000163554	0.02
ENSG00000163563	28.79
ENSG00000163564	0.23
ENSG00000163565	11.93
ENSG00000163568	0.00
ENSG00000163866	6.50
ENSG00000163867	3.03
ENSG00000163873	0.00
ENSG00000163874	1.45
ENSG00000163875	9.00
ENSG00000163877	1.31
ENSG00000163879	0.01
ENSG00000163909	0.00
ENSG00000164002	1.31
ENSG00000164007	0.00
ENSG00000164008	1.96
ENSG00000164010	0.80
ENSG00000164011	0.76
ENSG00000168118	3.73
ENSG00000168148	0.00
ENSG00000168159	18.57
ENSG00000168243	0.00
ENSG00000168264	7.32
ENSG00000168275	8.71
ENSG00000168389	8.00
ENSG00000168509	0.00
ENSG00000168528	5.08
ENSG00000168653	40.32
ENSG00000168679	0.04
ENSG00000168710	15.74
ENSG00000168765	3.28
ENSG00000169174	0.00
ENSG00000169213	0.00
ENSG00000169214	0.00
ENSG00000169218	0.00
ENSG00000169224	0.05
ENSG00000169231	2.25
ENSG00000169241	6.57
ENSG00000169242	0.00
ENSG00000169291	0.01
ENSG00000169403	3.53
ENSG00000169418	0.07
ENSG00000169442	803.30
ENSG00000169469	0.00
ENSG00000169474	0.00
ENSG00000169504	27.26
ENSG00000169509	0.00
ENSG00000169598	0.48
ENSG00000169641	1.67
ENSG00000169717	0.00
ENSG00000169885	0.04
ENSG00000169905	12.49
ENSG00000169914	0.53
ENSG00000169962	0.01
ENSG00000169972	0.96
ENSG00000169991	0.26
ENSG00000170075	0.00
ENSG00000170128	0.00
ENSG00000170382	0.00
ENSG00000170385	7.41
ENSG00000170498	0.00
ENSG00000170989	0.01
ENSG00000171161	2.27
ENSG00000171163	1.52
ENSG00000171180	0.00
ENSG00000171357	0.13
ENSG00000171385	0.00
ENSG00000171488	0.74
ENSG00000171492	4.85
ENSG00000171502	0.04
ENSG00000171517	0.16
ENSG00000171603	3.48
ENSG00000171608	4.05
ENSG00000171612	0.77
ENSG00000171621	5.21
ENSG00000171680	0.00
ENSG00000171722	0.00
ENSG00000171729	2.28
ENSG00000171735	4.17
ENSG00000171786	0.01
ENSG00000171790	0.00
ENSG00000171793	0.71
ENSG00000171806	0.73
ENSG00000171812	13.45
ENSG00000171819	0.00
ENSG00000171824	5.44
ENSG00000171872	0.00
ENSG00000171943	1.93
ENSG00000171960	3.75
ENSG00000172031	0.09
ENSG00000172155	0.00
ENSG00000172260	0.00
ENSG00000172339	1.14
ENSG00000172380	0.37
ENSG00000172410	0.00
ENSG00000172456	2.06
ENSG00000172746	0.00
ENSG00000173080	0.03
ENSG00000173110	0.16
ENSG00000173171	9.38
ENSG00000173207	4.11
ENSG00000173212	0.03
ENSG00000173218	0.29
ENSG00000173285	0.00
ENSG00000173369	2.20
ENSG00000173372	2.81
ENSG00000173406	0.00
ENSG00000173409	2.99
ENSG00000173436	15.57
ENSG00000173614	2.49
ENSG00000173627	0.00
ENSG00000173641	1.58
ENSG00000173660	47.14
ENSG00000173662	0.00
ENSG00000173673	0.00
ENSG00000173726	9.52
ENSG00000173728	0.03
ENSG00000173810	0.00
ENSG00000173846	6.80
ENSG00000173947	0.02
ENSG00000174021	29.29
ENSG00000174059	0.00
ENSG00000174151	1.03
ENSG00000174175	0.00
ENSG00000174307	14.82
ENSG00000174332	0.00
ENSG00000174348	0.00
ENSG00000174371	0.33
ENSG00000174502	0.00
ENSG00000174514	0.31
ENSG00000174529	0.19
ENSG00000174567	0.01
ENSG00000174574	7.58
ENSG00000174606	3.02
ENSG00000174827	0.01
ENSG00000174842	1.37
ENSG00000174876	0.00
ENSG00000174950	0.01
ENSG00000175087	1.22
ENSG00000175130	0.05
ENSG00000175137	4.58
ENSG00000175143	0.00
ENSG00000175147	0.05
ENSG00000175206	0.00
ENSG00000175262	0.10
ENSG00000175279	1.41
ENSG00000175658	0.00
ENSG00000175707	0.00
ENSG00000175756	10.63
ENSG00000175793	0.00
ENSG00000175984	0.22
ENSG00000176022	1.27
ENSG00000176075	0.00
ENSG00000176083	0.00
ENSG00000176092	0.05
ENSG00000176256	0.00
ENSG00000176261	7.46
ENSG00000176320	0.00
ENSG00000176378	0.00
ENSG00000176393	13.68
ENSG00000176444	2.70
ENSG00000176754	0.00
ENSG00000176855	0.00
ENSG00000177000	5.18
ENSG00000177133	0.00
ENSG00000177144	0.07
ENSG00000177151	0.00
ENSG00000177173	0.39
ENSG00000177174	0.00
ENSG00000177181	0.00
ENSG00000177186	0.00
ENSG00000177201	0.00
ENSG00000177212	0.00
ENSG00000177233	0.00
ENSG00000177272	0.03
ENSG00000177275	0.00
ENSG00000177301	0.04
ENSG00000177414	0.00
ENSG00000177452	0.00
ENSG00000177462	0.01
ENSG00000177476	0.00
ENSG00000177489	0.01
ENSG00000177535	0.00
ENSG00000177551	0.00
ENSG00000177553	0.00
ENSG00000177606	10.47
ENSG00000177614	0.69
ENSG00000177628	34.57
ENSG00000177674	12.95
ENSG00000177757	0.01
ENSG00000177770	0.00
ENSG00000177788	0.03
ENSG00000177800	0.00
ENSG00000177807	0.00
ENSG00000177868	1.47
ENSG00000177888	1.00
ENSG00000177954	406.84
ENSG00000178028	2.05
ENSG00000178096	1.29
ENSG00000178104	23.24
ENSG00000178193	0.00
ENSG00000178395	0.00
ENSG00000178585	2.33
ENSG00000178596	0.00
ENSG00000178715	0.00
ENSG00000178796	0.00
ENSG00000178821	0.10
ENSG00000178828	0.00
ENSG00000178922	1.68
ENSG00000178965	0.00
ENSG00000179002	0.00
ENSG00000179023	0.00
ENSG00000179051	5.31
ENSG00000179085	5.12
ENSG00000179163	28.67
ENSG00000179172	0.00
ENSG00000179178	0.00
ENSG00000179397	0.12
ENSG00000179403	0.01
ENSG00000179412	0.00
ENSG00000179452	0.00
ENSG00000179456	1.13
ENSG00000179546	0.00
ENSG00000179571	0.00
ENSG00000179639	0.02
ENSG00000179743	0.19
ENSG00000179840	0.00
ENSG00000179862	0.31
ENSG00000179902	0.00
ENSG00000179914	0.02
ENSG00000179930	0.00
ENSG00000180098	4.09
ENSG00000180198	1.44
ENSG00000180287	0.00
ENSG00000180409	0.02
ENSG00000180433	0.00
ENSG00000180437	0.04
ENSG00000180488	1.15
ENSG00000180667	1.19
ENSG00000180708	0.00
ENSG00000180758	1.62
ENSG00000180867	0.69
ENSG00000180869	0.00
ENSG00000180875	0.00
ENSG00000180999	0.00
ENSG00000181036	0.00
ENSG00000181101	0.00
ENSG00000181201	0.00
ENSG00000181218	1.23
ENSG00000181227	0.01
ENSG00000181450	0.77
ENSG00000181656	0.00
ENSG00000181754	0.10
ENSG00000181773	0.00
ENSG00000181817	3.36
ENSG00000181873	0.32
ENSG00000182004	8.91
ENSG00000182109	1.38
ENSG00000182118	4.26
ENSG00000182134	0.25
ENSG00000182183	0.00
ENSG00000182330	0.00
ENSG00000182749	0.30
ENSG00000182783	0.00
ENSG00000182795	0.00
ENSG00000182827	8.00
ENSG00000182866	0.00
ENSG00000182873	0.00
ENSG00000182898	0.00
ENSG00000182901	0.00
ENSG00000183114	0.00
ENSG00000183155	1.30
ENSG00000183291	47.60
ENSG00000183298	0.02
ENSG00000183310	0.00
ENSG00000183317	0.01
ENSG00000183347	0.00
ENSG00000183386	1.58
ENSG00000183431	5.54
ENSG00000183508	0.00
ENSG00000183520	5.35
ENSG00000183586	0.00
ENSG00000183598	2.49
ENSG00000183615	0.00
ENSG00000183682	0.00
ENSG00000183726	16.11
ENSG00000183780	0.11
ENSG00000183814	0.39
ENSG00000183831	0.00
ENSG00000183853	0.00
ENSG00000183856	3.50
ENSG00000183888	0.00
ENSG00000183929	0.00
ENSG00000184005	0.75
ENSG00000184007	43.45
ENSG00000184022	0.00
ENSG00000184144	0.00
ENSG00000184148	0.00
ENSG00000184155	0.00
ENSG00000184163	0.08
ENSG00000184260	18.84
ENSG00000184270	4.90
ENSG00000184292	0.01
ENSG00000184313	0.31
ENSG00000184330	0.00
ENSG00000184371	9.86
ENSG00000184389	0.00
ENSG00000184454	0.00
ENSG00000184588	0.10
ENSG00000184599	0.03
ENSG00000184677	1.22
ENSG00000184678	15.33
ENSG00000184774	0.00
ENSG00000184908	0.00
ENSG00000185031	0.07
ENSG00000185090	0.33
ENSG00000185104	5.95
ENSG00000185155	0.00
ENSG00000185220	0.63
ENSG00000185221	0.00
ENSG00000185278	0.77
ENSG00000185420	1.12
ENSG00000185436	2.63
ENSG00000185483	0.12
ENSG00000185495	0.70
ENSG00000185499	0.02
ENSG00000185519	0.00
ENSG00000185523	0.01
ENSG00000185630	0.00
ENSG00000185668	0.10
ENSG00000185839	0.02
ENSG00000185842	1.26
ENSG00000185860	0.00
ENSG00000185888	0.00
ENSG00000185946	2.74
ENSG00000185962	0.00
ENSG00000185966	0.00
ENSG00000186007	0.00
ENSG00000186056	0.15
ENSG00000186063	5.13
ENSG00000186086	0.00
ENSG00000186092	0.00
ENSG00000186094	0.01
ENSG00000186118	0.01
ENSG00000186141	5.12
ENSG00000186150	0.00
ENSG00000186160	0.00
ENSG00000186197	0.00
ENSG00000186205	3.43
ENSG00000186207	0.00
ENSG00000186226	0.00
ENSG00000186283	6.84
ENSG00000186301	0.06
ENSG00000186306	0.00
ENSG00000186364	1.38
ENSG00000186377	0.01
ENSG00000186409	0.35
ENSG00000186440	0.00
ENSG00000186501	2.87
ENSG00000186510	0.09
ENSG00000186517	9.64
ENSG00000186543	0.00
ENSG00000186564	0.01
ENSG00000186603	0.00
ENSG00000186715	0.01
ENSG00000186790	0.00
ENSG00000186827	0.32
ENSG00000186844	0.00
ENSG00000186891	0.86
ENSG00000186973	0.00
ENSG00000187010	0.00
ENSG00000187017	0.06
ENSG00000187048	0.00
ENSG00000187080	0.00
ENSG00000187140	0.00
ENSG00000187144	0.02
ENSG00000187147	7.65
ENSG00000187170	0.00
ENSG00000187173	0.00
ENSG00000187180	0.00
ENSG00000187223	0.00
ENSG00000187238	0.00
ENSG00000187481	0.00
ENSG00000187513	0.00
ENSG00000187545	0.00
ENSG00000187554	0.76
ENSG00000187583	0.04
ENSG00000187608	5.49
ENSG00000187634	0.12
ENSG00000187642	0.00
ENSG00000187701	0.00
ENSG00000187730	0.00
ENSG00000187733	0.00
ENSG00000187800	0.02
ENSG00000187801	0.26
ENSG00000187815	0.52
ENSG00000187862	0.09
ENSG00000187889	0.00
ENSG00000187942	0.00
ENSG00000187952	0.09
ENSG00000187961	0.50
ENSG00000187980	0.00
ENSG00000188004	0.21
ENSG00000188015	0.04
ENSG00000188060	5.87
ENSG00000188092	1.72
ENSG00000188157	2.21
ENSG00000188257	0.00
ENSG00000188290	0.12
ENSG00000188295	1.11
ENSG00000188340	0.02
ENSG00000188396	0.02
ENSG00000188404	0.02
ENSG00000188460	0.00
ENSG00000188529	9.50
ENSG00000188558	0.00
ENSG00000188585	0.00
ENSG00000188610	0.60
ENSG00000188641	10.85
ENSG00000188643	2.09
ENSG00000188672	0.04
ENSG00000188739	9.81
ENSG00000188761	0.07
ENSG00000188770	0.00
ENSG00000188782	0.00
ENSG00000188783	0.00
ENSG00000188784	0.00
ENSG00000188786	0.90
ENSG00000188800	0.00
ENSG00000188807	0.17
ENSG00000188822	0.00
ENSG00000188859	0.00
ENSG00000188910	0.00
ENSG00000188931	0.00
ENSG00000188976	3.45
ENSG00000188984	0.00
ENSG00000189030	0.03
ENSG00000189171	1.67
ENSG00000189181	0.00
ENSG00000189195	0.41
ENSG00000189266	12.53
ENSG00000189280	0.00
ENSG00000189334	0.03
ENSG00000189337	0.17
ENSG00000189339	2.83
ENSG00000189409	0.06
ENSG00000189410	0.00
ENSG00000189433	0.00
ENSG00000194297	0.00
ENSG00000196071	0.00
ENSG00000196154	220.84
ENSG00000196171	0.00
ENSG00000196182	4.04
ENSG00000196184	0.01
ENSG00000196187	12.10
ENSG00000196188	0.01
ENSG00000196189	0.60
ENSG00000196240	0.00
ENSG00000196242	0.00
ENSG00000196266	0.00
ENSG00000196289	0.00
ENSG00000196352	7.31
ENSG00000196369	4.14
ENSG00000196407	0.00
ENSG00000196418	7.05
ENSG00000196420	0.25
ENSG00000196427	0.00
ENSG00000196449	2.08
ENSG00000196482	0.00
ENSG00000196505	4.14
ENSG00000196517	0.08
ENSG00000196539	0.00
ENSG00000196550	1.54
ENSG00000196581	0.00
ENSG00000196660	0.00
ENSG00000196734	0.00
ENSG00000196754	0.17
ENSG00000196772	0.00
ENSG00000196805	0.00
ENSG00000196878	0.18
ENSG00000196890	0.73
ENSG00000196944	0.00
ENSG00000197056	1.40
ENSG00000197067	0.00
ENSG00000197084	0.00
ENSG00000197106	0.00
ENSG00000197147	1.30
ENSG00000197241	0.00
ENSG00000197245	0.00
ENSG00000197273	0.00
ENSG00000197312	5.21
ENSG00000197323	8.00
ENSG00000197364	0.00
ENSG00000197403	0.03
ENSG00000197429	0.69
ENSG00000197437	0.00
ENSG00000197454	0.00
ENSG00000197472	0.12
ENSG00000197520	0.00
ENSG00000197530	1.56
ENSG00000197532	0.00
ENSG00000197568	0.40
ENSG00000197587	0.00
ENSG00000197591	0.00
ENSG00000197617	0.00
ENSG00000197622	18.61
ENSG00000197721	0.00
ENSG00000197747	46.15
ENSG00000197769	0.01
ENSG00000197780	10.95
ENSG00000197785	1.23
ENSG00000197852	0.33
ENSG00000197880	0.00
ENSG00000197915	0.00
ENSG00000197921	0.00
ENSG00000197956	349.07
ENSG00000197959	0.65
ENSG00000197965	8.55
ENSG00000197982	7.62
ENSG00000197989	7.87
ENSG00000198019	1.23
ENSG00000198049	0.00
ENSG00000198104	0.00
ENSG00000198128	0.01
ENSG00000198160	3.65
ENSG00000198162	2.42
ENSG00000198198	1.59
ENSG00000198216	0.00
ENSG00000198358	0.00
ENSG00000198400	0.00
ENSG00000198452	0.00
ENSG00000198468	0.57
ENSG00000198483	0.00
ENSG00000198492	6.39
ENSG00000198520	0.97
ENSG00000198570	0.00
ENSG00000198574	0.00
ENSG00000198601	0.00
ENSG00000198625	4.15
ENSG00000198626	0.00
ENSG00000198658	0.02
ENSG00000198691	0.00
ENSG00000198700	2.84
ENSG00000198703	0.00
ENSG00000198711	0.06
ENSG00000198715	21.83
ENSG00000198734	0.00
ENSG00000198744	0.05
ENSG00000198746	1.49
ENSG00000198754	0.01
ENSG00000198756	0.02
ENSG00000198758	0.00
ENSG00000198765	0.00
ENSG00000198771	2.88
ENSG00000198793	3.21
ENSG00000198797	0.00
ENSG00000198799	0.88
ENSG00000198815	1.81
ENSG00000198821	0.00
ENSG00000198830	33.03
ENSG00000198835	0.00
ENSG00000198837	3.94
ENSG00000198841	1.16
ENSG00000198842	0.00
ENSG00000198854	0.00
ENSG00000198857	0.00
ENSG00000198860	5.37
ENSG00000198890	1.19
ENSG00000198892	0.05
ENSG00000198912	2.37
ENSG00000198929	0.32
ENSG00000198952	5.18
ENSG00000198965	0.00
ENSG00000198967	0.00
ENSG00000198974	0.00
ENSG00000198976	0.00
ENSG00000199059	0.00
ENSG00000199135	0.00
ENSG00000199240	0.00
ENSG00000199241	0.00
ENSG00000199270	0.00
ENSG00000199318	0.00
ENSG00000199334	0.00
ENSG00000199337	0.00
ENSG00000199347	1136.63
ENSG00000199349	0.00
ENSG00000199352	0.00
ENSG00000199377	171.30
ENSG00000199385	0.00
ENSG00000199396	0.00
ENSG00000199442	0.00
ENSG00000199459	0.00
ENSG00000199471	0.00
ENSG00000199562	0.00
ENSG00000199565	0.00
ENSG00000199595	0.00
ENSG00000199666	0.00
ENSG00000199672	0.00
ENSG00000199710	0.00
ENSG00000199756	0.00
ENSG00000199831	0.00
ENSG00000199837	0.00
ENSG00000199840	0.00
ENSG00000199849	0.00
ENSG00000199879	0.62
ENSG00000199890	0.00
ENSG00000199910	0.00
ENSG00000199921	0.00
ENSG00000199934	0.00
ENSG00000199959	0.00
ENSG00000199963	0.00
ENSG00000200033	0.00
ENSG00000200036	0.00
ENSG00000200085	0.00
ENSG00000200087	5654.29
ENSG00000200139	0.00
ENSG00000200169	159.76
ENSG00000200171	0.00
ENSG00000200174	0.00
ENSG00000200175	0.00
ENSG00000200220	0.00
ENSG00000200254	0.00
ENSG00000200262	0.00
ENSG00000200327	0.00
ENSG00000200343	0.00
ENSG00000200344	0.00
ENSG00000200360	0.00
ENSG00000200370	0.00
ENSG00000200381	0.00
ENSG00000200403	0.00
ENSG00000200408	0.00
ENSG00000200421	0.00
ENSG00000200495	0.00
ENSG00000200508	0.00
ENSG00000200536	0.00
ENSG00000200547	0.00
ENSG00000200575	0.00
ENSG00000200591	0.00
ENSG00000200601	0.00
ENSG00000200624	0.00
ENSG00000200674	0.00
ENSG00000200755	0.00
ENSG00000200759	0.00
ENSG00000200796	0.00
ENSG00000200800	0.00
ENSG00000200839	0.00
ENSG00000200913	0.00
ENSG00000200942	0.00
ENSG00000200972	0.00
ENSG00000200975	0.00
ENSG00000200982	0.00
ENSG00000201003	0.00
ENSG00000201028	0.00
ENSG00000201032	0.00
ENSG00000201114	0.00
ENSG00000201129	53.47
ENSG00000201134	0.00
ENSG00000201135	0.00
ENSG00000201142	0.00
ENSG00000201148	0.00
ENSG00000201153	0.00
ENSG00000201170	0.00
ENSG00000201183	1.62
ENSG00000201270	0.00
ENSG00000201273	0.00
ENSG00000201312	0.00
ENSG00000201317	0.00
ENSG00000201321	85.98
ENSG00000201347	0.00
ENSG00000201355	0.00
ENSG00000201405	0.00
ENSG00000201421	0.00
ENSG00000201448	100.36
ENSG00000201457	114.24
ENSG00000201487	0.00
ENSG00000201491	0.00
ENSG00000201492	0.00
ENSG00000201493	0.00
ENSG00000201542	0.00
ENSG00000201544	0.00
ENSG00000201558	15.66
ENSG00000201588	0.00
ENSG00000201596	0.00
ENSG00000201602	0.00
ENSG00000201608	0.00
ENSG00000201609	0.00
ENSG00000201619	0.00
ENSG00000201620	0.00
ENSG00000201638	0.00
ENSG00000201699	0.00
ENSG00000201725	0.00
ENSG00000201746	0.00
ENSG00000201758	0.00
ENSG00000201789	0.00
ENSG00000201791	0.00
ENSG00000201801	2.89
ENSG00000201868	0.00
ENSG00000201898	0.00
ENSG00000201900	0.00
ENSG00000201919	0.00
ENSG00000201925	0.00
ENSG00000201944	0.00
ENSG00000201987	0.00
ENSG00000202025	0.00
ENSG00000202027	0.00
ENSG00000202031	0.00
ENSG00000202041	0.00
ENSG00000202056	0.00
ENSG00000202063	0.00
ENSG00000202078	0.00
ENSG00000202079	0.00
ENSG00000202167	0.00
ENSG00000202184	0.00
ENSG00000202222	0.00
ENSG00000202254	0.00
ENSG00000202257	0.00
ENSG00000202259	0.00
ENSG00000202263	0.00
ENSG00000202264	0.00
ENSG00000202300	0.00
ENSG00000202329	0.00
ENSG00000202385	0.00
ENSG00000202408	1.29
ENSG00000202415	0.15
ENSG00000202444	191.82
ENSG00000202461	0.00
ENSG00000202491	0.00
ENSG00000202498	0.00
ENSG00000202521	0.00
ENSG00000202526	0.00
ENSG00000202609	0.00
ENSG00000203288	0.16
ENSG00000203307	0.00
ENSG00000203325	0.00
ENSG00000203356	0.00
ENSG00000203469	0.00
ENSG00000203601	0.01
ENSG00000203605	0.00
ENSG00000203620	0.00
ENSG00000203661	0.00
ENSG00000203663	0.00
ENSG00000203664	0.00
ENSG00000203666	2.69
ENSG00000203667	3.21
ENSG00000203668	0.75
ENSG00000203684	0.02
ENSG00000203685	0.40
ENSG00000203697	0.00
ENSG00000203705	2.52
ENSG00000203706	0.00
ENSG00000203709	0.43
ENSG00000203710	3.43
ENSG00000203721	0.03
ENSG00000203724	0.19
ENSG00000203729	0.00
ENSG00000203730	0.00
ENSG00000203737	0.21
ENSG00000203739	0.18
ENSG00000203740	0.00
ENSG00000203747	1.50
ENSG00000203757	0.14
ENSG00000203758	0.00
ENSG00000203761	0.07
ENSG00000203781	0.00
ENSG00000203782	0.00
ENSG00000203783	0.00
ENSG00000203784	0.00
ENSG00000203785	0.00
ENSG00000203786	0.00
ENSG00000203804	0.18
ENSG00000203811	2.63
ENSG00000203812	29.29
ENSG00000203814	2.74
ENSG00000203818	0.18
ENSG00000203819	0.00
ENSG00000203825	0.00
ENSG00000203852	2.63
ENSG00000203855	0.00
ENSG00000203857	0.00
ENSG00000203858	0.00
ENSG00000203859	0.00
ENSG00000203864	0.00
ENSG00000203865	0.29
ENSG00000203878	0.00
ENSG00000203897	0.00
ENSG00000203910	0.00
ENSG00000203914	0.00
ENSG00000203943	0.57
ENSG00000203963	0.00
ENSG00000203965	0.37
ENSG00000203985	0.00
ENSG00000203995	0.00
ENSG00000204006	0.00
ENSG00000204060	0.00
ENSG00000204084	2.73
ENSG00000204138	0.49
ENSG00000204160	1.58
ENSG00000204178	1.58
ENSG00000204219	0.01
ENSG00000204362	0.00
ENSG00000204464	0.00
ENSG00000204478	0.00
ENSG00000204479	0.00
ENSG00000204480	0.00
ENSG00000204481	0.00
ENSG00000204501	0.00
ENSG00000204505	0.00
ENSG00000204510	0.00
ENSG00000204518	0.00
ENSG00000204624	0.00
ENSG00000204859	3.50
ENSG00000205090	0.02
ENSG00000205116	0.00
ENSG00000205231	0.00
ENSG00000206585	34167.48
ENSG00000206595	0.00
ENSG00000206620	0.00
ENSG00000206627	0.00
ENSG00000206635	0.00
ENSG00000206637	0.00
ENSG00000206640	0.00
ENSG00000206651	0.00
ENSG00000206652	42733.95
ENSG00000206654	0.00
ENSG00000206659	0.00
ENSG00000206679	0.00
ENSG00000206680	0.00
ENSG00000206684	0.00
ENSG00000206692	0.00
ENSG00000206700	0.00
ENSG00000206704	0.00
ENSG00000206737	42733.95
ENSG00000206762	0.00
ENSG00000206764	0.00
ENSG00000206767	0.00
ENSG00000206779	0.00
ENSG00000206791	0.00
ENSG00000206803	0.00
ENSG00000206817	0.00
ENSG00000206828	7.59
ENSG00000206832	0.00
ENSG00000206835	0.00
ENSG00000206878	0.00
ENSG00000206880	0.00
ENSG00000206887	0.00
ENSG00000206888	0.00
ENSG00000206905	0.00
ENSG00000206921	0.00
ENSG00000206931	0.00
ENSG00000206935	0.00
ENSG00000206980	0.00
ENSG00000206981	0.00
ENSG00000206990	0.00
ENSG00000206999	0.00
ENSG00000207005	42733.95
ENSG00000207022	0.00
ENSG00000207039	0.00
